source_page,keyword_anchor,anchor_text,target_url
"/tuition/maths-tuition-classes-gurgaon/","maths coaching for class 12 Gurgaon","maths coaching for class 12 Gurgaon","/subject/mathematics"
"/tuition/maths-tuition-classes-gurgaon/","1 year JEE coaching Gurgaon","1 year JEE coaching Gurgaon","/course/1-year-regular-12"
"/tuition/maths-tuition-classes-manesar/","ICSE maths tuition Gurgaon class 10","ICSE maths tuition Gurgaon class 10","/subject/mathematics"
"/tuition/maths-tuition-classes-manesar/","maths coaching for class 12 Gurgaon","maths coaching for class 12 Gurgaon","/subject/mathematics"
"/tuition/maths-tuition-classes-manesar/","1 year JEE coaching Gurgaon","1 year JEE coaching Gurgaon","/course/1-year-regular-12"
"/tuition/physics-tuition-classes-gurgaon/","physics tutor Sector 85 Gurgaon","physics tutor Sector 85 Gurgaon","/subject/physics"
"/tuition/physics-tuition-classes-gurgaon/","physics tuition for class 9 Gurgaon","physics tuition for class 9 Gurgaon","/subject/physics"
"/tuition/physics-tuition-classes-gurgaon/","2 year IIT JEE program Gurgaon","2 year IIT JEE program Gurgaon","/course/2-year-integrated-regular"
"/tuition/physics-tuition-classes-manesar/","physics tutor Sector 85 Gurgaon","physics tutor Sector 85 Gurgaon","/subject/physics"
"/tuition/physics-tuition-classes-manesar/","physics tuition for class 9 Gurgaon","physics tuition for class 9 Gurgaon","/subject/physics"
"/tuition/physics-tuition-classes-manesar/","2 year IIT JEE program Gurgaon","2 year IIT JEE program Gurgaon","/course/2-year-integrated-regular"
